API,Hidden API
/orgs/{org},/orgs/{org}/packages/{package_type}/{package_name}
/en/rest/packages,/en/rest/releases
/en/rest/gitignore,/en/rest/search
/en/rest/secret-scanning,/en/rest/actions
/repos/{owner}/{repo}/installation,/repos/{owner}/{repo}/releases
/en/rest/checks,/en/rest
/user/codespaces,/user/ssh_signing_keys
/user/migrations/{migration_id}/archive,/user/migrations/{migration_id}/repositories
/en/rest/pulls/pulls,/en/rest/pulls/review-requests
/repos/{owner}/{repo}/rulesets,/repos/{owner}/{repo}/releases
/en/rest/using-the-rest-api/rate-limits-for-the-rest-api,/en/rest/using-the-rest-api/troubleshooting-the-rest-api
/users/{username}/events,/users/{username}/following
/en/rest/orgs/rule-suites,/en/rest
/en/rest/issues/comments,/en/rest/issues
/user/starred,/user/emails
/repos/{owner}/{repo}/git/blobs,/repos/{owner}/{repo}/git/trees
/en/rest/emojis,/en/rest/quickstart
/en/rest/pulls,/en/rest/dependabot
/en/rest/activity,/en/rest/gists
/orgs/{org}/actions/cache/usage-by-repository,/orgs/{org}/actions/cache/usage
/orgs/{org}/actions/variables/{name}/repositories/{repository_id},/orgs/{org}
/orgs/{org}/codespaces,/orgs/{org}/events
/en/rest/guides/rendering-data-as-graphs,/en/rest/guides
/repos/{owner}/{repo}/labels,/repos/{owner}/{repo}/releases
/user/blocks,/user/migrations
/user/public_emails,/user/gpg_keys
/orgs/{org}/teams/{team_slug},/orgs/{org}/teams/{team_slug}/repos
/en/rest/dependabot,/en/rest/about-the-rest-api
/en/rest/search,/en/rest/dependabot
/repos/{owner}/{repo}/deployments,/repos/{owner}/{repo}/check-suites
/repos/{owner}/{repo}/events,/repos/{owner}/{repo}/pages
/classrooms/{classroom_id}/assignments,/classrooms
/repos/{owner}/{repo}/actions/runs/{run_id}/rerun,/repos/{owner}/{repo}/actions/runs/{run_id}/pending_deployments
/repos/{owner}/{repo}/check-suites/{check_suite_id},/repos/{owner}/{repo}
/repos/{owner}/{repo}/actions/runs/{run_id}/force-cancel,/repos/{owner}/{repo}/actions/runs/{run_id}/jobs
/en/rest/security-advisories,/en/rest/commits
/repos/{owner}/{repo}/actions/runs/{run_id}/rerun,/repos/{owner}/{repo}/actions/runs/{run_id}
/en/rest/actions/cache,/en/rest
/repos/{owner}/{repo}/comments,/repos/{owner}/{repo}/transfer
/repos/{owner}/{repo}/interaction-limits,/repos/{owner}/{repo}/assignees
/en/rest/codespaces,/en/rest/codespaces/machines
/orgs/{org}/teams/{team_slug}/discussions/{discussion_number}/comments/{comment_number},/orgs/{org}/teams/{team_slug}/discussions/{discussion_number}/comments/{comment_number}/reactions
/en/rest/code-security,/en/rest/secret-scanning
/en/rest/orgs,/en/rest/orgs/webhooks
/en/rest/issues,/en/rest/orgs
/repos/{owner}/{repo}/commits/{ref}/status,/repos/{owner}/{repo}/commits/{ref}
/users/{username}/projects,/users/{username}/keys
/orgs/{org}/blocks,/orgs/{org}/installation
/en/rest/projects/collaborators,/en/rest
/en/rest/interactions,/en/rest/copilot
/repos/{owner}/{repo}/teams,/repos/{owner}/{repo}/environments
/en/rest/guides,/en/rest/security-advisories
/en/rest/quickstart,/en/rest/codes-of-conduct
/user/subscriptions,/user/starred
/repos/{owner}/{repo}/vulnerability-alerts,/repos/{owner}/{repo}/projects
/orgs/{org}/hooks/{hook_id}/config,/orgs/{org}/hooks
/en/rest/migrations/users,/en/rest
/en/rest/actions,/en/rest/meta
/en/rest/guides/using-the-rest-api-to-interact-with-your-git-database,/en/rest/guides/delivering-deployments
/en/rest/rate-limit,/en/rest/reactions
/en/rest/billing,/en/rest/codes-of-conduct
/en/rest/secret-scanning,/en/rest/gitignore
/repos/{owner}/{repo}/autolinks,/repos/{owner}/{repo}/pages
/repos/{owner}/{repo}/pulls/{pull_number}/reviews,/repos/{owner}/{repo}/pulls/{pull_number}/requested_reviewers
/repos/{owner}/{repo}/installation,/repos/{owner}/{repo}/events
/repos/{owner}/{repo}/keys,/repos/{owner}/{repo}/forks
/orgs/{org}/packages,/orgs/{org}/codespaces
/repos/{owner}/{repo}/code-scanning/alerts/{alert_number}/instances,/repos/{owner}/{repo}/code-scanning/alerts
/en/rest/authentication,/en/rest/authentication/permissions-required-for-fine-grained-personal-access-tokens
/app/hook/deliveries/{delivery_id},/app/hook/deliveries/{delivery_id}/attempts
/repos/{owner}/{repo}/labels,/repos/{owner}/{repo}/check-suites
/repos/{owner}/{repo}/interaction-limits,/repos/{owner}/{repo}/merges
/repos/{owner}/{repo}/contributors,/repos/{owner}/{repo}/notifications
/repos/{owner}/{repo}/deployments,/repos/{owner}/{repo}/automated-security-fixes
/repos/{owner}/{repo}/pages,/repos/{owner}/{repo}/interaction-limits
/en/rest/classroom,/en/rest/gists
/repos/{owner}/{repo}/issues/{issue_number}/lock,/repos/{owner}/{repo}/issues/{issue_number}/assignees
/en/rest/guides/encrypting-secrets-for-the-rest-api,/en/rest/guides/scripting-with-the-rest-api-and-ruby
/repos/{owner}/{repo}/codespaces/secrets/{secret_name},/repos/{owner}/{repo}
/repos/{owner}/{repo}/merges,/repos/{owner}/{repo}/private-vulnerability-reporting
/users/{username}/keys,/users/{username}/ssh_signing_keys
/repos/{owner}/{repo}/merges,/repos/{owner}/{repo}/interaction-limits
/repos/{owner}/{repo}/comments,/repos/{owner}/{repo}/stargazers
/en/rest/branches,/en/rest/markdown
/user/codespaces/{codespace_name}/machines,/user/codespaces/{codespace_name}/publish
/repos/{owner}/{repo},/repos/{owner}/{repo}/actions/runs/{run_id}/rerun
/en/rest/quickstart,/en/rest/rate-limit
/en/rest,/en/rest/migrations/source-imports
/en/rest/packages,/en/rest/rate-limit
/user/codespaces/secrets/public-key,/user/codespaces
/en/rest/security-advisories,/en/rest/copilot
/en/rest/reactions,/en/rest/interactions
/repos/{owner}/{repo}/branches,/repos/{owner}/{repo}/branches/{branch}/protection/restrictions
/repos/{owner}/{repo}/interaction-limits,/repos/{owner}/{repo}/labels
/en/rest/git/commits,/en/rest/git/trees
/en/rest/licenses,/en/rest/deploy-keys
/orgs/{org}/teams/{team_slug}/repos/{owner}/{repo},/orgs/{org}/teams/{team_slug}/repos
/en/rest/branches,/en/rest/pages
/repos/{owner}/{repo}/environments,/repos/{owner}/{repo}/teams
/orgs/{org}/dependabot/secrets,/orgs/{org}/dependabot/alerts
/orgs/{org}/outside_collaborators,/orgs/{org}/issues
/orgs/{org}/failed_invitations,/orgs/{org}/events
/orgs/{org}/installations,/orgs/{org}/organization-roles
/en/rest/deployments/environments,/en/rest/deployments/protection-rules
/en/rest/code-scanning,/en/rest/pulls
/en/rest/orgs/custom-properties,/en/rest
/en/rest/users,/en/rest/checks
/en/rest/actions,/en/rest/actions/workflow-jobs
/repos/{owner}/{repo}/vulnerability-alerts,/repos/{owner}/{repo}/comments
/orgs/{org}/rulesets,/orgs/{org}/rulesets/{ruleset_id}
/en/rest/apps/webhooks,/en/rest/apps/marketplace
/repos/{owner}/{repo},/repos/{owner}/{repo}/stargazers
/en/rest/authentication/permissions-required-for-fine-grained-personal-access-tokens,/en/rest/authentication/endpoints-available-for-github-app-installation-access-tokens
/user/repos,/user/migrations
/repos/{owner}/{repo}/actions/runs/{run_id}/pending_deployments,/repos/{owner}/{repo}/actions/runs/{run_id}/timing
/en/rest/guides/rendering-data-as-graphs,/en/rest/guides/scripting-with-the-rest-api-and-ruby
/repos/{owner}/{repo}/actions/runs/{run_id}/rerun-failed-jobs,/repos/{owner}/{repo}/actions/runs/{run_id}/cancel
/en/rest/gists,/en/rest/meta
/en/rest/secret-scanning,/en/rest/dependabot
/en/rest/secret-scanning,/en/rest/interactions
/user/codespaces/{codespace_name}/exports,/user/codespaces
/repos/{owner}/{repo}/license,/repos/{owner}/{repo}/subscribers
/en/rest/guides,/en/rest/secret-scanning
/repos/{owner}/{repo}/interaction-limits,/repos/{owner}/{repo}/check-runs
/repos/{owner}/{repo}/pages,/repos/{owner}/{repo}/releases
/user/codespaces/{codespace_name}/publish,/user/codespaces/{codespace_name}/start
/repos/{owner}/{repo}/invitations,/repos/{owner}/{repo}/installation
/repos/{owner}/{repo}/dispatches,/repos/{owner}/{repo}/topics
/en/rest/licenses,/en/rest/dependabot
/teams/{team_id}/teams,/teams/{team_id}
/user/packages,/user/ssh_signing_keys
/orgs/{org}/packages/{package_type}/{package_name}/versions,/orgs/{org}/packages/{package_type}/{package_name}/versions/{package_version_id}/restore
/repos/{owner}/{repo}/license,/repos/{owner}/{repo}/notifications
/repos/{owner}/{repo}/topics,/repos/{owner}/{repo}/activity
/user/packages,/user/migrations
/en/rest/dependency-graph,/en/rest/collaborators
/en/rest/users/users,/en/rest/users/attestations
/en/rest/guides/encrypting-secrets-for-the-rest-api,/en/rest/guides/delivering-deployments
/repos/{owner}/{repo}/pulls/{pull_number}/merge,/repos/{owner}/{repo}/pulls/{pull_number}
/en/rest/gists,/en/rest/authentication
/repos/{owner}/{repo}/attestations,/repos/{owner}/{repo}/activity
/repos/{owner}/{repo}/readme,/repos/{owner}/{repo}/tags
/en/rest/using-the-rest-api/issue-event-types,/en/rest/using-the-rest-api/getting-started-with-the-rest-api
/repos/{owner}/{repo}/deployments,/repos/{owner}/{repo}/readme
/orgs/{org}/organization-roles,/orgs/{org}/security-advisories
/orgs/{org}/events,/orgs/{org}/hooks
/en/rest/code-scanning,/en/rest/security-advisories
/en/rest/orgs,/en/rest/users
/en/rest/migrations,/en/rest/markdown
/repos/{owner}/{repo}/pages,/repos/{owner}/{repo}/stargazers
/orgs/{org}/codespaces,/orgs/{org}/codespaces/secrets/{secret_name}/repositories
/en/rest/dependency-graph,/en/rest/about-the-rest-api
/en/rest/commits,/en/rest/pulls
/installation/repositories,/installation/token
/repos/{owner}/{repo}/labels,/repos/{owner}/{repo}/tags
/en/rest/rate-limit,/en/rest/releases
/en/rest/meta,/en/rest/search
/en/rest/billing,/en/rest/guides
/gists/{gist_id}/forks,/gists/{gist_id}/comments
/user/interaction-limits,/user/issues
/orgs/{org}/hooks/{hook_id}/deliveries/{delivery_id},/orgs/{org}/hooks/{hook_id}/deliveries/{delivery_id}/attempts
/en/rest/apps,/en/rest/collaborators
/user/gpg_keys,/user
/notifications/threads/{thread_id},/notifications
/en/rest/users,/en/rest/code-scanning
/orgs/{org}/security-advisories,/orgs/{org}/organization-roles
/repos/{owner}/{repo}/contributors,/repos/{owner}/{repo}/rulesets
/repos/{owner}/{repo}/issues/comments,/repos/{owner}/{repo}
/orgs/{org}/teams/{team_slug}/projects,/orgs/{org}/teams/{team_slug}/invitations
/repos/{owner}/{repo}/security-advisories/{ghsa_id},/repos/{owner}/{repo}/security-advisories/{ghsa_id}/forks
/orgs/{org}/packages,/orgs/{org}/public_members
/orgs/{org}/installations,/orgs/{org}/migrations
/repos/{owner}/{repo}/pulls/{pull_number},/repos/{owner}/{repo}/pulls/comments
/en/rest/orgs/members,/en/rest/orgs/webhooks
/en/rest/actions/self-hosted-runners,/en/rest/actions/secrets
/user/interaction-limits,/user/codespaces
/repos/{owner}/{repo}/actions/runs/{run_id}/rerun,/repos/{owner}/{repo}/actions/runs/{run_id}/approve
/repos/{owner}/{repo}/forks,/repos/{owner}/{repo}/invitations
/en/rest/classroom/classroom,/en/rest/classroom
/orgs/{org}/codespaces,/orgs/{org}/security-managers
/repos/{owner}/{repo}/environments,/repos/{owner}/{repo}/comments
/orgs/{org}/migrations,/orgs/{org}/projects
/en/rest/deploy-keys,/en/rest/codes-of-conduct
/repos/{owner}/{repo}/hooks,/repos/{owner}/{repo}/subscription
/en/rest,/en/rest/actions/oidc
/en/rest/copilot,/en/rest/secret-scanning
/user/codespaces,/user/migrations
/user,/users/{username}/settings/billing/shared-storage
/en/rest/projects/columns,/en/rest
/users/{username}/starred,/users/{username}/subscriptions
/repos/{owner}/{repo}/projects,/repos/{owner}/{repo}/installation
/orgs/{org}/teams/{team_slug}/memberships/{username},/orgs/{org}
/en/rest/git,/en/rest/metrics
/orgs/{org}/installation,/orgs/{org}/interaction-limits
/repos/{owner}/{repo}/vulnerability-alerts,/repos/{owner}/{repo}/interaction-limits
/en/rest/orgs/rules,/en/rest/orgs/security-managers
/repos/{owner}/{repo}/attestations,/repos/{owner}/{repo}/pages
/repos/{owner}/{repo}/pulls,/repos/{owner}/{repo}/tags
/repos/{owner}/{repo}/merge-upstream,/repos/{owner}/{repo}/projects
/repos/{owner}/{repo}/pulls/comments/{comment_id},/repos/{owner}/{repo}/pulls/comments
/en/rest/commits/statuses,/en/rest/commits/comments
/en/rest/secret-scanning,/en/rest/search
/en/rest/repos/custom-properties,/en/rest/repos/webhooks
/en/rest/quickstart,/en/rest/git
/en/rest/using-the-rest-api/github-event-types,/en/rest/using-the-rest-api/best-practices-for-using-the-rest-api
/en/rest/deploy-keys,/en/rest/projects
/orgs/{org},/orgs/{org}/hooks/{hook_id}
/en/rest/checks,/en/rest/apps
/users/{username}/following,/users/{username}/received_events
/en/rest/secret-scanning,/en/rest/teams
/user/marketplace_purchases,/user/public_emails
/repos/{owner}/{repo}/license,/repos/{owner}/{repo}/attestations
/orgs/{org}/issues,/orgs/{org}/rulesets
/en/rest/actions/cache,/en/rest/actions
/en/rest/using-the-rest-api/using-cors-and-jsonp-to-make-cross-origin-requests,/en/rest
/en/rest/teams,/en/rest/gists
/users/{username}/packages,/users/{username}/keys
/repos/{owner}/{repo}/branches,/repos/{owner}/{repo}/import
/repos/{owner}/{repo}/codespaces,/repos/{owner}/{repo}/codespaces/machines
/feeds,/classrooms
/users,/users/{username}/received_events/public
/repos/{owner}/{repo}/environments,/repos/{owner}/{repo}/forks
/orgs/{org}/teams/{team_slug},/orgs/{org}/teams/{team_slug}/repos/{owner}/{repo}
/en/rest/copilot,/en/rest/branches
/teams/{team_id}/discussions/{discussion_number}/comments/{comment_number},/teams/{team_id}/discussions/{discussion_number}
/repos/{owner}/{repo}/subscription,/repos/{owner}/{repo}/vulnerability-alerts
/repos/{owner}/{repo}/import,/repos/{owner}/{repo}/assignees
/en/rest/gitignore,/en/rest/emojis
/en/rest/guides/delivering-deployments,/en/rest/guides/scripting-with-the-rest-api-and-ruby
/en/rest/copilot,/en/rest/issues
/orgs/{org}/code-security/configurations/{configuration_id}/defaults,/orgs/{org}/code-security/configurations/{configuration_id}/attach
/repos/{owner}/{repo}/automated-security-fixes,/repos/{owner}/{repo}/keys
/orgs/{org}/hooks/{hook_id}/deliveries,/orgs/{org}/hooks/{hook_id}
/en/rest/repos/rule-suites,/en/rest
/repos/{owner}/{repo},/repos/{owner}/{repo}/actions/runs/{run_id}/artifacts
/users,/users/{username}/packages/{package_type}/{package_name}/versions/{package_version_id}/restore
/repos/{owner}/{repo}/actions/secrets/{secret_name},/repos/{owner}/{repo}/actions/secrets
/repos/{owner}/{repo}/pages,/repos/{owner}/{repo}/private-vulnerability-reporting
/repos/{owner}/{repo}/automated-security-fixes,/repos/{owner}/{repo}/contributors
/notifications,/octocat
/orgs/{org}/actions/permissions,/orgs/{org}
/issues,/octocat
/repos/{owner}/{repo}/code-security-configuration,/repos/{owner}/{repo}/merge-upstream
/en/rest/actions/variables,/en/rest/actions
/repos/{owner}/{repo}/actions/artifacts/{artifact_id}/{archive_format},/repos/{owner}/{repo}
/orgs/{org}/installation,/orgs/{org}/security-advisories
/en/rest/activity,/en/rest/actions
/repos/{owner}/{repo}/pulls/{pull_number}/reviews/{review_id}/comments,/repos/{owner}/{repo}/pulls
/orgs/{org}/blocks,/orgs/{org}/hooks
/gists/{gist_id}/comments,/gists/{gist_id}/commits
/codes_of_conduct,/advisories
/users/{username}/followers,/users/{username}/ssh_signing_keys
/repos/{owner}/{repo}/branches/{branch}/protection/restrictions/teams,/repos/{owner}/{repo}/branches/{branch}
/user/ssh_signing_keys,/user/codespaces
/repos/{owner}/{repo}/pulls/{pull_number}/comments,/repos/{owner}/{repo}/pulls
/organizations,/meta
/users/{username}/packages/{package_type}/{package_name}/restore,/users/{username}/packages/{package_type}/{package_name}
/orgs/{org}/actions/secrets/{secret_name},/orgs/{org}/actions/secrets/public-key
/user/migrations,/user/teams
/zen,/versions
/en/rest/dependency-graph,/en/rest/dependency-graph/sboms
/en/rest/orgs/security-managers,/en/rest
/repos/{owner}/{repo}/codespaces,/repos/{owner}/{repo}/check-suites
/orgs/{org}/installation,/orgs/{org}/repos
/repos/{owner}/{repo}/collaborators,/repos/{owner}/{repo}/pulls
/repos/{owner}/{repo}/rulesets,/repos/{owner}/{repo}/import
/en/rest/orgs/orgs,/en/rest/orgs/webhooks
/gists/public,/gists/starred
/en/rest/activity/events,/en/rest/activity/watching
/repos/{owner}/{repo}/merges,/repos/{owner}/{repo}/stargazers
/repos/{owner}/{repo}/pulls/{pull_number}/requested_reviewers,/repos/{owner}/{repo}/pulls/{pull_number}/codespaces
/en/rest/deployments/branch-policies,/en/rest/deployments
/en/rest/users/emails,/en/rest/users
/licenses,/notifications
/en/rest/apps/apps,/en/rest/apps/installations
/en/rest/commits,/en/rest/gitignore
/repos/{owner}/{repo}/attestations,/repos/{owner}/{repo}/environments
/en/rest/pulls,/en/rest/guides
/repos/{owner}/{repo}/comments,/repos/{owner}/{repo}/assignees
/en/rest/migrations,/en/rest/checks
/repos/{owner}/{repo}/hooks,/repos/{owner}/{repo}/tags
/user/starred,/user/migrations
/issues,/events
/orgs/{org}/rulesets,/orgs/{org}/personal-access-token-requests
/en/rest/orgs,/en/rest/rate-limit
/repos/{owner}/{repo}/keys,/repos/{owner}/{repo}/license
/en/rest/users/blocking,/en/rest
/orgs/{org}/members,/orgs/{org}/events
/en/rest/interactions/repos,/en/rest/interactions
/repos/{owner}/{repo}/subscribers,/repos/{owner}/{repo}/pages
/orgs/{org}/migrations,/orgs/{org}/failed_invitations
/repos/{owner}/{repo}/branches/{branch}/protection/enforce_admins,/repos/{owner}/{repo}/branches
/repos/{owner}/{repo}/subscription,/repos/{owner}/{repo}/security-advisories
/repos/{owner}/{repo}/releases,/repos/{owner}/{repo}/milestones
/repos/{owner}/{repo}/secret-scanning/alerts,/repos/{owner}/{repo}/secret-scanning/push-protection-bypasses
/user/migrations,/user/public_emails
/orgs/{org}/code-security/configurations/defaults,/orgs/{org}/code-security/configurations/detach
/en/rest/licenses,/en/rest/using-the-rest-api
/user/migrations,/user/ssh_signing_keys
/en/rest/security-advisories,/en/rest/authentication
/repos/{owner}/{repo}/comments,/repos/{owner}/{repo}/rulesets
/en/rest/teams,/en/rest/guides
/en/rest/deployments/branch-policies,/en/rest/deployments/statuses
/user/emails,/user/interaction-limits
/en/rest/secret-scanning,/en/rest/security-advisories
/orgs/{org},/orgs/{org}/teams/{team_slug}/projects/{project_id}
/en/rest/projects,/en/rest/billing
/en/rest/classroom,/en/rest/emojis
/repos/{owner}/{repo}/actions/workflows/{workflow_id}/runs,/repos/{owner}/{repo}/actions/workflows/{workflow_id}
/repos/{owner}/{repo}/releases,/repos/{owner}/{repo}/check-suites
/en/rest/commits,/en/rest/authentication
/repos/{owner}/{repo}/pulls/{pull_number}/comments,/repos/{owner}/{repo}/pulls/{pull_number}/reviews
/user/following,/user/subscriptions
/repos/{owner}/{repo}/commits,/repos/{owner}/{repo}/deployments
/en/rest/issues/events,/en/rest/issues/comments
/gists,/feeds
/en/rest/releases,/en/rest/copilot
/en/rest/meta,/en/rest/projects
/orgs/{org}/organization-roles,/orgs/{org}/organization-roles/teams/{team_slug}
/orgs/{org}/organization-roles,/orgs/{org}/hooks
/user,/user/packages/{package_type}/{package_name}/restore
/repos/{owner}/{repo}/installation,/repos/{owner}/{repo}/codespaces
/orgs/{org}/blocks,/orgs/{org}/failed_invitations
/user/projects,/user/orgs
/en/rest/about-the-rest-api,/en/rest/guides
/repos/{owner}/{repo}/branches/{branch}/protection/required_status_checks,/repos/{owner}/{repo}/branches/{branch}/protection/required_status_checks/contexts
/en/rest/gitignore,/en/rest/commits
/user/codespaces/secrets/public-key,/user
/repos/{owner}/{repo}/code-scanning/alerts/{alert_number}/instances,/repos/{owner}/{repo}/code-scanning/alerts/{alert_number}
/en/rest/issues,/en/rest/pulls
/orgs/{org}/dependabot/secrets/{secret_name}/repositories,/orgs/{org}/dependabot/secrets/{secret_name}/repositories/{repository_id}
/en/rest/migrations,/en/rest/classroom
/repos/{owner}/{repo},/repos/{owner}/{repo}/actions/secrets/{secret_name}
/repos/{owner}/{repo}/license,/repos/{owner}/{repo}/comments
/user/installations,/user/installations/{installation_id}/repositories/{repository_id}
/repos/{owner}/{repo}/activity,/repos/{owner}/{repo}/autolinks
/en/rest/actions,/en/rest/actions/artifacts
/en/rest/migrations,/en/rest/repos
/repos/{owner}/{repo}/actions/runs/{run_id}/pending_deployments,/repos/{owner}/{repo}/actions/runs
/users/{username}/social_accounts,/users/{username}/packages
/user/issues,/user/packages
/en/rest/authentication/keeping-your-api-credentials-secure,/en/rest/authentication/endpoints-available-for-fine-grained-personal-access-tokens
/en/rest/pulls/pulls,/en/rest/pulls/comments
/repos/{owner}/{repo}/keys,/repos/{owner}/{repo}/contributors
/en/rest/rate-limit,/en/rest/using-the-rest-api
/repos/{owner}/{repo}/actions/runs/{run_id}/timing,/repos/{owner}/{repo}/actions/runs
/en/rest/actions,/en/rest/actions/secrets
/repos/{owner}/{repo}/subscription,/repos/{owner}/{repo}/dispatches
/user,/octocat
/orgs/{org}/dependabot/secrets/{secret_name},/orgs/{org}/dependabot/secrets/{secret_name}/repositories
/repos/{owner}/{repo}/merges,/repos/{owner}/{repo}/pages
/repos/{owner}/{repo}/actions/artifacts,/repos/{owner}/{repo}/actions/organization-variables
/user,/app
/en/rest/copilot,/en/rest/pages
/user/packages,/user/issues
/repos/{owner}/{repo}/branches/{branch},/repos/{owner}/{repo}/branches/{branch}/protection/required_signatures
/orgs/{org}/migrations/{migration_id}/repositories,/orgs/{org}/migrations/{migration_id}/archive
/en/rest/teams,/en/rest/releases
/repos/{owner}/{repo}/code-scanning/codeql/variant-analyses,/repos/{owner}/{repo}/code-scanning/codeql/databases
/en/rest/reactions,/en/rest/migrations
/en/rest/about-the-rest-api,/en/rest/branches
/en/rest/actions,/en/rest/classroom
/en/rest/rate-limit,/en/rest/search
/repos/{owner}/{repo}/hooks,/repos/{owner}/{repo}/transfer
/en/rest/billing/billing,/en/rest
/users/{username}/orgs,/users/{username}/events
/en/rest/apps/apps,/en/rest/apps/marketplace
/repos/{owner}/{repo}/subscribers,/repos/{owner}/{repo}/vulnerability-alerts
/en/rest/commits,/en/rest/deployments
/repos/{owner}/{repo}/pulls/{pull_number}/reviews/{review_id}/events,/repos/{owner}/{repo}
/orgs/{org}/copilot/billing,/orgs/{org}/copilot/billing/selected_users
/repos/{owner}/{repo}/events,/repos/{owner}/{repo}/branches
/orgs/{org}/actions/permissions/repositories,/orgs/{org}/actions/permissions/workflow
/organizations,/licenses
/repos/{owner}/{repo}/branches/{branch}/protection/required_status_checks,/repos/{owner}/{repo}/branches/{branch}
/repos/{owner}/{repo}/automated-security-fixes,/repos/{owner}/{repo}/projects
/repos/{owner}/{repo}/actions/artifacts/{artifact_id}/{archive_format},/repos/{owner}/{repo}/actions/artifacts
/meta,/organizations
/en/rest/repos/rule-suites,/en/rest/repos/tags
/en/rest/billing,/en/rest/commits
/repos/{owner}/{repo}/keys/{key_id},/repos/{owner}/{repo}/keys
/en/rest/codespaces/organization-secrets,/en/rest/codespaces
/orgs/{org}/rulesets/{ruleset_id},/orgs/{org}/rulesets/rule-suites
/repos/{owner}/{repo}/branches,/repos/{owner}/{repo}/notifications
/repos/{owner}/{repo}/pulls/{pull_number}/merge,/repos/{owner}/{repo}/pulls/{pull_number}/files
/en/rest/git,/en/rest/markdown
/orgs/{org}/issues,/orgs/{org}/repos
/en/rest/dependabot,/en/rest/orgs
/en/rest/codespaces/secrets,/en/rest/codespaces/organizations
/repos/{owner}/{repo}/stargazers,/repos/{owner}/{repo}/commits
/repos/{owner}/{repo}/environments,/repos/{owner}/{repo}/commits
/repos/{owner}/{repo}/secret-scanning/push-protection-bypasses,/repos/{owner}/{repo}
/en/rest/orgs,/en/rest
/repos/{owner}/{repo}/actions/workflows,/repos/{owner}/{repo}/actions/organization-secrets
/en/rest/dependabot,/en/rest/rate-limit
/orgs/{org},/orgs/{org}/properties/schema
/repos/{owner}/{repo}/stats/contributors,/repos/{owner}/{repo}/stats/participation
/user,/users/{username}/keys
/en/rest/dependabot,/en/rest/issues
/en/rest,/en/rest/migrations
/en/rest,/en/rest/deployments/environments
/en/rest/releases/releases,/en/rest/releases
/emojis,/advisories
/en/rest/actions/artifacts,/en/rest/actions/cache
/repos/{owner}/{repo}/subscription,/repos/{owner}/{repo}/pages
/repos/{owner}/{repo}/pages/builds/{build_id},/repos/{owner}/{repo}/pages
/orgs/{org}/teams/{team_slug}/discussions/{discussion_number}/comments,/orgs/{org}/teams/{team_slug}/discussions/{discussion_number}/comments/{comment_number}/reactions/{reaction_id}
/repos/{owner}/{repo},/repos/{owner}/{repo}/commits/{ref}/check-suites
/app/hook/deliveries,/app
/orgs/{org}/teams/{team_slug}/teams,/orgs/{org}/teams/{team_slug}
/user/projects,/user/{account_id}
/repos/{owner}/{repo}/assignees,/repos/{owner}/{repo}/check-runs
/en/rest/reactions,/en/rest/codespaces
/repos/{owner}/{repo}/import,/repos/{owner}/{repo}/deployments
/repos/{owner}/{repo}/assignees,/repos/{owner}/{repo}/activity
/en/rest/code-scanning,/en/rest/about-the-rest-api
/en/rest/repos,/en/rest/markdown
/en/rest/reactions,/en/rest/code-security
/en/rest/using-the-rest-api,/en/rest/classroom
/orgs/{org},/orgs/{org}/packages/{package_type}/{package_name}/versions/{package_version_id}
/en/rest/licenses,/en/rest/dependency-graph
/en/rest/orgs/rules,/en/rest/orgs/members
/en/rest/orgs/rules,/en/rest/orgs/blocking
/en/rest/pulls,/en/rest/interactions
/repos/{owner}/{repo}/check-suites,/repos/{owner}/{repo}/dispatches
/repos/{owner}/{repo}/codespaces,/repos/{owner}/{repo}/check-runs
/user,/user/migrations/{migration_id}/archive
/en/rest/pages,/en/rest/users
/orgs/{org}/migrations,/orgs/{org}/personal-access-tokens
/repos/{owner}/{repo}/pages,/repos/{owner}/{repo}/automated-security-fixes
/repos/{owner}/{repo}/actions/caches,/repos/{owner}/{repo}/actions/secrets
/repos/{owner}/{repo}/contributors,/repos/{owner}/{repo}/releases
/repos/{owner}/{repo}/code-scanning/analyses,/repos/{owner}/{repo}
/en/rest/packages,/en/rest/markdown
/en/rest/deployments,/en/rest/packages
/en/rest/gitignore,/en/rest/projects
/repos/{owner}/{repo}/environments/{environment_name},/repos/{owner}/{repo}/environments/{environment_name}/secrets
/en/rest/teams,/en/rest/deploy-keys
/projects/{project_id}/collaborators/{username}/permission,/projects/{project_id}/collaborators/{username}
/en/rest/activity,/en/rest/meta
/repos/{owner}/{repo}/automated-security-fixes,/repos/{owner}/{repo}/subscription
/user/codespaces/{codespace_name}/start,/user/codespaces
/repos/{owner}/{repo}/actions/caches,/repos/{owner}/{repo}
/users/{username}/orgs,/users/{username}/received_events
/en/rest/dependency-graph,/en/rest/releases
/repos/{owner}/{repo}/environments/{environment_name}/variables/{name},/repos/{owner}/{repo}/environments
/en/rest/deployments,/en/rest/markdown
/licenses,/advisories
/users/{username}/starred,/users/{username}/repos
/users/{username}/received_events,/users/{username}/followers
/orgs/{org}/failed_invitations,/orgs/{org}/blocks
/classrooms,/versions
/orgs/{org}/actions/runners/registration-token,/orgs/{org}/actions/runners/{runner_id}
/repos/{owner}/{repo}/labels,/repos/{owner}/{repo}/comments
/en/rest/pages,/en/rest/actions
/en/rest/projects,/en/rest/dependabot
/users/{username}/settings/billing/packages,/users
/orgs/{org}/teams/{team_slug},/orgs/{org}/teams/{team_slug}/memberships/{username}
