API,Hidden API
/en/rest/deployments,/en/rest/quickstart
/repos/{owner}/{repo}/readme,/repos/{owner}/{repo}/merge-upstream
/repos/{owner}/{repo}/security-advisories,/repos/{owner}/{repo}/milestones
/orgs/{org}/failed_invitations,/orgs/{org}/hooks
/repos/{owner}/{repo}/activity,/repos/{owner}/{repo}/invitations
/providers/Microsoft.Network/FrontDoorWebApplicationFirewallManagedRuleSets,/providers/Microsoft.Network/expressRouteServiceProviders
/resourceGroups/{resourceGroupName}/providers/Microsoft.Synapse/workspaces/{workspaceName}/firewallRules/{ruleName},/resourceGroups/{resourceGroupName}/providers/Microsoft.Synapse/workspaces
/orgs/{org}/actions/permissions/repositories/{repository_id},/orgs/{org}
/servicefabric/v82/sfclient-v82-model-clusterhealthchunk,/servicefabric/v82/sfclient-v82-model-namedpartitioninformation
/servicefabric/v82/sfclient-v82-model-waitforinbuildreplicasafetycheck,/servicefabric/v82/sfclient-v82-model-imagestorecontent
/servicefabric/v82/sfclient-v82-model-loadedpartitioninformationquerydescription,/servicefabric/v82/sfclient-v82-model-fileinfo
/servicefabric/v82/sfclient-v82-model-pagedbackupconfigurationinfolist,/servicefabric/v82/sfclient-v82-api-recoverservicepartitions
/containerapps/connected-environments-certificates/get,/containerapps/connected-environments-certificates/create-or-update
/en/rest/billing,/en/rest/code-scanning
/classrooms,/repositories
/datafactory/trigger-runs,/datafactory/integration-runtime-nodes
/repos/{owner}/{repo}/code-scanning/alerts,/repos/{owner}/{repo}/code-scanning/alerts/{alert_number}/instances
/servicefabric/sfclient-model-failedpropertybatchinfo,/servicefabric/sfrp-model-operationresult
/servicefabric/sfrp-model-diagnosticsstorageaccountconfig,/servicefabric/sfclient-model-diskinfo
/repositories,/models
/resourceGroups/{resourceGroupName}/providers/Microsoft.OperationalInsights/workspaces/{workspaceName}/features/serviceMap/machines/{machineName}/machineGroups,/resourceGroups/{resourceGroupName}/providers/Microsoft.OperationalInsights/workspaces/{workspaceName}/features/serviceMap
/repos/{owner}/{repo}/releases,/repos/{owner}/{repo}/transfer
/orgs/{org}/invitations,/orgs/{org}/migrations
/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/authorizationServers,/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/authorizationServers/{authsid}
/orgs/{org}/projects,/orgs/{org}/public_members
/en/rest/pulls,/en/rest/pulls/reviews
/{applicationId},/markdown
/servicefabric/v82/sfclient-v82-api-getchaosschedule,/servicefabric/v82/sfclient-v82-api-getpartitioninfo
/servicefabric/sfclient-model-fabricevent,/servicefabric/sfclient-model-backupstate
/servicefabric/v82/sfclient-v82-api-startnodetransition,/servicefabric/v82/sfclient-v82-model-clusterhealthreportexpiredevent
/resourceGroups/{resourceGroupName}/providers/Microsoft.Sql/managedInstances/{managedInstanceName},/resourceGroups/{resourceGroupName}/providers/Microsoft.Sql/managedInstances/{managedInstanceName}/databases/{databaseName}/schemas/{schemaName}/tables/{tableName}/columns/{columnName}
/databoxedgegateway/containers,/databoxedgegateway/devices
/site-recovery/replication-eligibility-results,/site-recovery/replication-protection-containers
/servicefabric/v82/sfclient-v82-model-clusterhealthpolicy,/servicefabric/v82/sfclient-v82-api-reportpartitionhealth
/resourceGroups/{resourceGroupName}/providers/Microsoft.NetApp/netAppAccounts/{accountName}/capacityPools/{poolName}/volumes/{volumeName}/volumeQuotaRules/{volumeQuotaRuleName},/resourceGroups/{resourceGroupName}/providers/Microsoft.NetApp/netAppAccounts/{accountName}/capacityPools/{poolName}/volumes/{volumeName}
/repos/{owner}/{repo}/events,/repos/{owner}/{repo}/projects
/repos/{owner}/{repo}/pages/health,/repos/{owner}/{repo}
/servicefabric/v82/sfclient-v82-model-clusterhealthpolicy,/servicefabric/v82/sfclient-v82-model-clusterhealthchunk
/servicefabric/sfclient-model-restorepartitiondescription,/servicefabric/sfrp-model-applicationhealthpolicy
/repos/{owner}/{repo}/issues/{issue_number}/labels,/repos/{owner}/{repo}/issues/{issue_number}/comments
/servicefabric/v82/sfclient-v82-model-replicahealthstatefilter,/servicefabric/v82/sfclient-v82-model-waitforinbuildreplicasafetycheck
/purview/scanningdataplane/filters/get,/purview/scanningdataplane/filters
/repos/{owner}/{repo}/environments,/repos/{owner}/{repo}/projects
/en/rest/packages,/en/rest/git
/resourceGroups/{resourceGroupName}/providers/Microsoft.Synapse/workspaces/{workspaceName}/sqlPools/{sqlPoolName}/schemas/{schemaName}/tables/{tableName},/resourceGroups/{resourceGroupName}/providers/Microsoft.Synapse/workspaces/{workspaceName}/sqlPools/{sqlPoolName}/schemas/{schemaName}/tables
/servicefabric/v82/sfclient-v82-model-chaoseventkind,/servicefabric/v82/sfclient-v82-model-deployedservicepackagehealthreportexpiredevent
/repos/{owner}/{repo}/invitations,/repos/{owner}/{repo}/codespaces
/en/rest/codes-of-conduct,/en/rest/licenses
/repos/{owner}/{repo}/hooks/{hook_id}/pings,/repos/{owner}/{repo}/hooks/{hook_id}/tests
/servicefabric/sfclient-api-copyimagestorecontent,/servicefabric/sfclient-index-replica
/aks/managed-clusters/delete,/aks/managed-clusters/get-command-result
/servicefabric/sfmeshrp-model-resource,/servicefabric/sfclient-model-updateclusterupgradedescription
/repos/{owner}/{repo},/repos/{owner}/{repo}/actions/cache/usage
/user,/storagemover/
/repos/{owner}/{repo}/actions/runs,/repos/{owner}/{repo}/actions/runs/{run_id}/approve
/servicefabric/v82/sfclient-v82-model-partitionanalysisevent,/servicefabric/v82/sfclient-v82-model-pagedbackupconfigurationinfolist
/servicefabric/sfclient-model-guidpropertyvalue,/servicefabric/sfclient-model-backupstate
/deviceupdate/resourcemanager/private-endpoint-connection-proxies/get,/deviceupdate/resourcemanager/private-endpoint-connection-proxies
/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/sites/{name}/usages,/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/sites/{name}/triggeredwebjobs
/servicefabric/sfclient-model-nodedeactivatestartedevent,/servicefabric/sfmeshrp-api-volume_listbysubscription
/repos/{owner}/{repo}/autolinks,/repos/{owner}/{repo}/transfer
/batchmanagement/batch-account/list-by-resource-group,/batchmanagement/batch-account/list
/{endpoint}/projects/{projectName}/users/{userId}/environments/{environmentName}/operations/{operationId},/{endpoint}/projects
/repos/{owner}/{repo}/code-security-configuration,/repos/{owner}/{repo}/languages
/user,/user/packages/{package_type}/{package_name}/versions
/servicefabric/v82/sfclient-v82-api-getbackuppolicylist,/servicefabric/v82/sfclient-v82-model-replicainfo
/servicefabric/sfrp-model-applicationhealthpolicy,/servicefabric/sfrp-model-servercertificatecommonnames
/servicefabric/sfclient-api-getservicebackuplist,/servicefabric/sfclient-model-servicetypeextensiondescription
/repos/{owner}/{repo},/repos/{owner}/{repo}/comments/{comment_id}/reactions
/orgs/{org}/blocks,/orgs/{org}/blocks/{username}
/datalakestore/,/events
/appservice/web-apps/update-connection-strings,/appservice/web-apps/stop-continuous-web-job-slot
/{endpoint}/datasources,/{endpoint}/nutrient-analyses
/servicefabric/v82/sfclient-v82-api-backuppartition,/servicefabric/v82/sfclient-v82-model-restorestate
/repos/{owner}/{repo},/repos/{owner}/{repo}/automated-security-fixes
/en/rest/activity,/en/rest/activity/feeds
/servicefabric/v82/sfclient-v82-api-getcontainerseventlist,/servicefabric/v82/sfclient-v82-model-containerevent
/en/rest/dependency-graph/sboms,/en/rest/dependency-graph
/repos/{owner}/{repo}/projects,/repos/{owner}/{repo}/subscription
/servicefabric/sfclient-model-probeexec,/servicefabric/sfclient-model-fabricevent
/providers/Microsoft.Network/securityPartnerProviders,/providers/Microsoft.Network/expressRouteCircuits
/servicefabric/v82/sfclient-v82-model-replicainfo,/servicefabric/v82/sfclient-v82-api-getapplicationtypeinfolistbyname
/servicefabric/v82/sfclient-v82-model-partitionprimarymoveanalysisevent,/servicefabric/v82/sfclient-v82-model-replicahealthstatefilter
/orgs/{org}/migrations/{migration_id}/repositories,/orgs/{org}/migrations/{migration_id}
/servicefabric/sfrp-model-applicationhealthpolicy,/servicefabric/sfclient-model-probe
/repos/{owner}/{repo}/merges,/repos/{owner}/{repo}/vulnerability-alerts
/servicefabric/sfclient-model-codepackageentrypoint,/servicefabric/sfclient-model-nodeopensucceededevent
/en/rest,/en/rest/apps/webhooks
/repos/{owner}/{repo}/pages/builds/{build_id},/repos/{owner}/{repo}
/repos/{owner}/{repo},/repos/{owner}/{repo}/actions/runs/{run_id}/attempts/{attempt_number}/jobs
/servicefabric/sfclient-model-nodeid,/servicefabric/sfrp-model-operationresult
/servicefabric/sfclient-model-upgradedomaindeltanodescheckhealthevaluation,/servicefabric/sfclient-api-getnameexistsinfo
/repos/{owner}/{repo},/repos/{owner}/{repo}/pulls/{pull_number}/files
/resourceGroups/{resourceGroupName}/providers/Microsoft.AppPlatform/Spring/{serviceName}/apps/{appName},/resourceGroups/{resourceGroupName}/providers/Microsoft.AppPlatform/Spring/{serviceName}/apps/{appName}/deployments
/resourceGroups/{resourceGroupName}/providers/Microsoft.Compute/galleries/{galleryName},/resourceGroups
/repos/{owner}/{repo},/repos/{owner}/{repo}/events
/users/{username}/projects,/users/{username}/installation
/repositories,/events
/resourceGroups/{resourceGroupName}/providers/Microsoft.OperationalInsights/workspaces/{workspaceName}/features/serviceMap/machines/{machineName}/processes/{processName}/liveness,/resourceGroups
/servicefabric/sfclient-model-propertybatchoperation,/servicefabric/sfclient-model-pagedgatewayresourcedescriptionlist
/repos/{owner}/{repo}/stargazers,/repos/{owner}/{repo}/private-vulnerability-reporting
/resourceGroups/{resourceGroupName}/providers/Microsoft.DevTestLab/labs/{labName}/users/{userName}/servicefabrics/{name},/resourceGroups/{resourceGroupName}/providers/Microsoft.DevTestLab/labs/{labName}/users
/servicefabric/v82/sfclient-v82-model-autoscalingtrigger,/servicefabric/v82/sfclient-v82-api-getcontainerseventlist
/servicefabric/v82/sfclient-v82-model-partitionanalysisevent,/servicefabric/v82/sfclient-v82-api-getclusterhealthchunkusingpolicyandadvancedfilters
/en/rest/rate-limit,/en/rest/billing
/repos/{owner}/{repo}/check-suites,/repos/{owner}/{repo}/commits
/servicefabric/sfrp-model-applicationhealthpolicy,/servicefabric/sfclient-api-getclusterversion
/servicefabric/sfmeshrp-api-network_get,/servicefabric/sfclient-model-scheme
/user/followers,/user/{account_id}
/servicefabric/sfclient-model-partitionreconfiguredevent,/servicefabric/sfclient-model-pagedserviceinfolist
/servicefabric/sfrp-2017-07-01-preview-api-applicationtypes_create,/servicefabric/sfclient-model-failedpropertybatchinfo
/repos/{owner}/{repo}/security-advisories,/repos/{owner}/{repo}/languages
/repos/{owner}/{repo}/comments,/repos/{owner}/{repo}/security-advisories
/en/rest/using-the-rest-api,/en/rest/using-the-rest-api/best-practices-for-using-the-rest-api
/providers/Microsoft.Compute/disks,/providers/Microsoft.Compute/galleries
/repos/{owner}/{repo}/code-security-configuration,/repos/{owner}/{repo}/languages
/gists,/help/
/synapse/resourcemanager/sql-pools,/synapse/resourcemanager/sql-pool-tables
/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/vpnGateways,/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/routeFilters
/classrooms,/elastic/
/orgs/{org}/members/{username},/orgs/{org}
/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/expressRouteCircuits/{circuitName}/peerings/{peeringName}/connections,/resourceGroups/{resourceGroupName}/providers/Microsoft.Network
/versions,/advisories
/repos/{owner}/{repo}/import,/repos/{owner}/{repo}/issues
/users/{username}/gpg_keys,/users/{username}/starred
/servicefabric/v82/sfclient-v82-index-code-package,/servicefabric/v82/sfclient-v82-api-disablepartitionbackup
/{endpoint}/customvoice/projects/{id},/{endpoint}/customvoice
/servicefabric/sfclient-model-propertybatchinfo,/servicefabric/sfclient-model-servicetypeextensiondescription
/servicefabric/sfclient-api-getclusterversion,/servicefabric/sfclient-model-propertybatchoperation
/network-watcher/,/markdown
/servicefabric/v82/sfclient-v82-model-applicationcontainerinstanceexitedevent,/servicefabric/v82/sfclient-v82-model-deployedservicepackagehealthreportexpiredevent
/orgs/{org}/failed_invitations,/orgs/{org}/public_members
/azuresphere/,/users
/servicefabric/v82/sfclient-v82-index-code-package,/servicefabric/v82/sfclient-v82-api-recoverservicepartitions
/orgs/{org}/members,/orgs/{org}/failed_invitations
/servicefabric/sfmeshrp-model-volumeproperties,/servicefabric/sfclient-model-clusterupgradehealthpolicyobject
/providers/Microsoft.Network/azureWebCategories,/providers/Microsoft.Network/dnszones
/en/rest/codespaces,/en/rest/reactions
/en/rest/projects/collaborators,/en/rest/projects
/servicefabric/sfclient-model-secondaryactivereplicatorstatus,/servicefabric/sfclient-model-autoscalingresourcemetric
/en/rest/users/followers,/en/rest/users/gpg-keys
/repos/{owner}/{repo}/branches/{branch}/protection/required_pull_request_reviews,/repos/{owner}/{repo}/branches/{branch}/protection/enforce_admins
/users/{username}/subscriptions,/users/{username}/ssh_signing_keys
/servicefabric/sfmeshrp-api-network_get,/servicefabric/sfclient-api-updatepartitionload
/hybridcontainer/virtual-networks,/hybridcontainer/get-kubernetes-versions
/resourceGroups/{resourceGroupName}/providers/Microsoft.DBforMariaDB/servers/{serverName},/resourceGroups/{resourceGroupName}/providers/Microsoft.DBforMariaDB/servers/{serverName}/firewallRules
/en/rest/dependency-graph/dependency-submission,/en/rest/dependency-graph/dependency-review
/servicefabric/v82/sfclient-v82-model-chaoseventkind,/servicefabric/v82/sfclient-v82-model-restartpartitionresult
/users/{username}/events,/users/{username}/projects
/en/rest/using-the-rest-api/libraries-for-the-rest-api,/en/rest/using-the-rest-api/best-practices-for-using-the-rest-api
/resourceGroups/{resourceGroupName}/providers/Microsoft.SignalRService/webPubSub/{resourceName}/replicas/{replicaName}/skus,/resourceGroups/{resourceGroupName}/providers/Microsoft.SignalRService/webPubSub/{resourceName}
/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/portalsettings,/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/schemas
/repos/{owner}/{repo}/branches/{branch}/protection/required_status_checks,/repos/{owner}/{repo}/branches/{branch}
/servicefabric/sfrp-model-operationresult,/servicefabric/sfclient-model-nodedeactivatestartedevent
/repos/{owner}/{repo}/projects,/repos/{owner}/{repo}/events
/{endpoint}/speaker-recognition/identification/text-independent/phrases/{locale},/{endpoint}
/servicefabric/v82/sfclient-v82-model-diskinfo,/servicefabric/v82/sfclient-v82-api-getcontainerseventlist
/servicefabric/sfclient-model-secondaryactivereplicatorstatus,/servicefabric/sfclient-model-restorepartitiondescription
/appservice/web-apps/update-azure-storage-accounts,/appservice/web-apps/list-function-secrets
/servicefabric/sfclient-model-diskinfo,/servicefabric/sfclient-model-backupstate
/servicefabric/sfclient-model-servicetypeextensiondescription,/servicefabric/sfrp-2017-07-01-preview-api-applications_get
/sql/long-term-retention-backups/list-by-location,/sql
/en/rest/quickstart,/en/rest/projects
/servicefabric/sfclient-model-httpconfig,/servicefabric/sfclient-api-updatebackuppolicy
/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/ApplicationGatewayWebApplicationFirewallPolicies,/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/publicIPAddresses
/en/rest/codes-of-conduct,/en/rest/code-scanning
/servicefabric/v82/sfclient-v82-model-partitionprimarymoveanalysisevent,/servicefabric/v82/sfclient-v82-model-autoscalingtriggerkind
/applicationgatewaycontainers/,/users
/repos/{owner}/{repo}/releases/generate-notes,/repos/{owner}/{repo}
/repos/{owner}/{repo}/check-runs,/repos/{owner}/{repo}/releases
/en/rest/secret-scanning,/en/rest/actions
/en/rest/actions,/en/rest/actions/secrets
/frontdoor/azurefrontdoorstandardpremium/routes/delete,/frontdoor/azurefrontdoorstandardpremium/routes/create
/en/rest/migrations,/en/rest/classroom
/servicefabric/v82/sfclient-v82-model-clusterhealthchunk,/servicefabric/v82/sfclient-v82-model-gatewayproperties
/app,/notifications
/servicefabric/v82/sfclient-v82-api-reportpartitionhealth,/servicefabric/v82/sfclient-v82-model-replicahealthstatefilter
/servicefabric/sfclient-model-statelessservicedescription,/servicefabric/sfclient-model-backupentity
/servicefabric/v82/sfclient-v82-model-replicahealthstatefilter,/servicefabric/v82/sfclient-v82-model-pagedbackupconfigurationinfolist
/users/{username}/repos,/users/{username}/gists
/{roleAssignmentId},/{applicationId}
/user/ssh_signing_keys,/user/marketplace_purchases
/appservice/static-sites,/appservice/static-sites/list-static-site-build-app-settings
/en/rest/dependabot,/en/rest/commits
/repos/{owner}/{repo}/actions/runs/{run_id}/rerun,/repos/{owner}/{repo}/actions/runs/{run_id}/cancel
/servicefabric/v82/sfclient-v82-api-updaterepairexecutionstate,/servicefabric/v82/sfclient-v82-model-autoscalingtriggerkind
/servicefabric/v82/sfclient-v82-model-statelessserviceinfo,/servicefabric/v82/sfclient-v82-model-chaosstoppedevent
/servicefabric/sfclient-model-diskinfo,/servicefabric/sfclient-model-pagedgatewayresourcedescriptionlist
/orgs/{org}/blocks,/orgs/{org}/personal-access-token-requests
/en/rest/repos,/en/rest/licenses
/users/{username}/ssh_signing_keys,/users/{username}/packages
/servicefabric/v82/sfclient-v82-model-fileinfo,/servicefabric/v82/sfclient-v82-model-backuppolicyscope
/servicefabric/v82/sfclient-v82-model-restartpartitionresult,/servicefabric/v82/sfclient-v82-model-applicationloadinfo
/users/{username}/packages/{package_type}/{package_name}/versions/{package_version_id}/restore,/users/{username}/packages/{package_type}/{package_name}
/user/following,/user/keys
/gists,/gists/{gist_id}/comments/{comment_id}
/resourceGroups/{resourceGroupName}/providers/Microsoft.DataReplication/replicationFabrics/{fabricName}/fabricAgents/{fabricAgentName},/resourceGroups/{resourceGroupName}/providers
/user,/codes_of_conduct
/en/rest/repos/contents,/en/rest
/en/rest/apps,/en/rest/branches
/{endpoint}/contentsafety/text/blocklists,/{endpoint}/contentsafety/text
/user/issues,/user/migrations
/repos/{owner}/{repo},/repos/{owner}/{repo}/environments/{environment_name}/deployment-branch-policies/{branch_policy_id}
/servicefabric/sfclient-model-scheme,/servicefabric/sfmeshrp-api-replica_listbyservicename
/en/rest/releases,/en/rest/interactions
/servicefabric/v82/sfclient-v82-model-partitionanalysisevent,/servicefabric/v82/sfclient-v82-model-usageinfo
/servicefabric/sfclient-api-getpartitionhealth,/servicefabric/sfclient-model-healthevaluationwrapper
/servicefabric/sfclient-model-state,/servicefabric/sfclient-api-getdeployedservicereplicainfolist
/users/{username}/gpg_keys,/users/{username}/gists
/databasewatcher/shared-private-link-resources,/databasewatcher/shared-private-link-resources/create
/codes_of_conduct,/codes_of_conduct/{key}
/datalakestore/,/notifications
/repos/{owner}/{repo}/languages,/repos/{owner}/{repo}/deployments
/resourceGroups/{resourceGroupName}/providers/Microsoft.Relay/namespaces/{namespaceName}/privateEndpointConnections/{privateEndpointConnectionName},/resourceGroups/{resourceGroupName}/providers/Microsoft.Relay/namespaces/{namespaceName}/privateEndpointConnections
/resourceGroups/{resourceGroupName}/providers/Microsoft.Storage/storageAccounts/{accountName}/queueServices/default,/resourceGroups/{resourceGroupName}/providers
/servicefabric/sfclient-model-fabricevent,/servicefabric/sfrp-model-diagnosticsstorageaccountconfig
/azureml/workspace-features,/azureml/registry-component-versions
/en/rest/deploy-keys,/en/rest/codes-of-conduct
/servicefabric/sfclient-model-nodedeactivatestartedevent,/servicefabric/sfclient-api-getdeployedservicereplicainfolist
/resourceGroups/{resourceGroupName}/providers/Microsoft.OperationalInsights/workspaces/{workspaceName}/providers/Microsoft.SecurityInsights/alertRuleTemplates/{alertRuleTemplateId},/resourceGroups/{resourceGroupName}/providers/Microsoft.OperationalInsights/workspaces/{workspaceName}/providers/Microsoft.SecurityInsights/alertRuleTemplates
/appservice/web-apps/stop-continuous-web-job-slot,/appservice/web-apps/get-instance-info-slot
/repos/{owner}/{repo}/dispatches,/repos/{owner}/{repo}/deployments
/servicefabric/sfclient-api-updatepartitionload,/servicefabric/sfclient-model-statelessserviceinfo
/resourceGroups/{resourceGroupName}/providers/Microsoft.Synapse/workspaces/{workspaceName}/sqlPools/{sqlPoolName}/schemas/{schemaName}/tables/{tableName}/columns/{columnName},/resourceGroups/{resourceGroupName}/providers/Microsoft.Synapse/workspaces/{workspaceName}/sqlPools/{sqlPoolName}/schemas/{schemaName}/tables/{tableName}
/gists/{gist_id}/comments,/gists/{gist_id}/star
/azurerekusto/,/storagemover/
/servicefabric/sfclient-model-applicationscopedvolumecreationparameters,/servicefabric/sfclient-model-propertybatchinfo
/resourceGroups/{resourceGroupName}/providers/Microsoft.LoadTestService/loadTests/{loadTestName},/resourceGroups
/en/rest,/en/rest/using-the-rest-api/issue-event-types
/repos/{owner}/{repo}/stargazers,/repos/{owner}/{repo}/pulls
/en/rest/using-the-rest-api/github-event-types,/en/rest
/servicefabric/sfclient-api-rollbackapplicationupgrade,/servicefabric/sfrp-model-servercertificatecommonnames
/appservice/recommendations/reset-all-filters,/app
/en/rest/about-the-rest-api/about-the-rest-api,/en/rest/about-the-rest-api
/user/repos,/user/marketplace_purchases
/en/rest/branches,/en/rest/deploy-keys
/en/rest/meta,/en/rest/authentication
/repos/{owner}/{repo}/merge-upstream,/repos/{owner}/{repo}/code-security-configuration
/repos/{owner}/{repo}/rulesets,/repos/{owner}/{repo}/attestations
/en/rest/codes-of-conduct,/en/rest/issues
/servicefabric/sfclient-model-nodeupevent,/servicefabric/sfclient-api-copyimagestorecontent
/servicefabric/sfclient-model-guidpropertyvalue,/servicefabric/sfclient-model-waitforprimaryplacementsafetycheck
/repos/{owner}/{repo}/pulls/comments/{comment_id},/repos/{owner}/{repo}
/resourceGroups/{resourceGroupName}/providers/Microsoft.Sql/servers/{serverName}/devOpsAuditingSettings/{devOpsAuditingSettingsName},/resourceGroups/{resourceGroupName}
/en/rest/releases,/en/rest/releases/assets
/repos/{owner}/{repo}/subscription,/repos/{owner}/{repo}/interaction-limits
/servicefabric/sfclient-model-nodeopensucceededevent,/servicefabric/sfclient-api-getcontainerlogsdeployedonnode
/servicefabric/v82/sfclient-v82-model-applicationcontainerinstanceexitedevent,/servicefabric/v82/sfclient-v82-model-pagedbackupconfigurationinfolist
/user/following,/user/subscriptions
/providers/Microsoft.ConnectedVMwarevSphere/clusters,/providers/Microsoft.ConnectedVMwarevSphere/datastores
/orgs/{org}/copilot/billing/seats,/orgs/{org}
/rate_limit,/{denyAssignmentId}
/servicefabric/sfrp-model-applicationhealthpolicy,/servicefabric/sfclient-model-pagedserviceinfolist
/servicefabric/sfclient-api-getpartitionhealth,/servicefabric/sfclient-api-createservice
/providers/Microsoft.HDInsight/locations/{location}/azureasyncoperations/{operationId},/providers/Microsoft.HDInsight/locations/{location}
/servicefabric/v82/sfclient-v82-model-fabricerrorerror,/servicefabric/v82/sfclient-v82-model-statelessserviceinfo
/orgs/{org}/actions/runners/remove-token,/orgs/{org}/actions/runners/{runner_id}
/frontdoor/,/models
/appservice/web-apps/update-connection-strings,/appservice/web-apps/list-premier-add-ons-slot
/servicefabric/v82/sfclient-v82-model-chaoseventkind,/servicefabric/v82/sfclient-v82-api-reportpartitionhealth
/repos/{owner}/{repo}/environments/{environment_name}/secrets,/repos/{owner}/{repo}/environments/{environment_name}/secrets/public-key
/user/installations,/user/repos
/en/rest/codespaces/codespaces,/en/rest/codespaces
/user/social_accounts,/user/interaction-limits
/repos/{owner}/{repo}/code-security-configuration,/repos/{owner}/{repo}/labels
/repos/{owner}/{repo}/automated-security-fixes,/repos/{owner}/{repo}
/servicefabric/v82/sfclient-v82-model-clusterhealthpolicy,/servicefabric/v82/sfclient-v82-api-updaterepairexecutionstate
/{endpoint}/datamap/api/types/termtemplatedef/name/{name},/{endpoint}/datamap/api/types/termtemplatedef
/repos/{owner}/{repo}/interaction-limits,/repos/{owner}/{repo}/transfer
/en/rest/users/followers,/en/rest/users/blocking
/repos/{owner}/{repo}/interaction-limits,/repos/{owner}/{repo}/collaborators
/en/rest/codespaces/organization-secrets,/en/rest/codespaces/machines
/en/rest/git,/en/rest/quickstart
/en/rest/orgs/blocking,/en/rest/orgs/members
/servicefabric/sfclient-model-waitforprimaryplacementsafetycheck,/servicefabric/sfrp-2017-07-01-preview-model-applicationhealthpolicy
/repos/{owner}/{repo}/readme/{dir},/repos/{owner}/{repo}
/servicefabric/v82/sfclient-v82-model-deployedcodepackageinfo,/servicefabric/v82/sfclient-v82-model-applicationcontainerinstanceexitedevent
/appservice/web-apps/stop-continuous-web-job-slot,/appservice/web-apps/update-connection-strings
/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/settings,/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/portalconfigs
/en/rest/authentication/endpoints-available-for-fine-grained-personal-access-tokens,/en/rest/authentication/endpoints-available-for-github-app-user-access-tokens
/teams/{team_id}/projects,/teams/{team_id}/invitations
/storageservices/list-handles,/storageservices/version-2024-02-04
/servicefabric/sfclient-model-autoscalingresourcemetric,/servicefabric/sfclient-model-upgradedomaindeltanodescheckhealthevaluation
/servicefabric/sfrp-2017-07-01-preview-api-applicationtypeversions_get,/servicefabric/sfclient-model-probe
/servicefabric/sfclient-model-applicationresourceupgradeprogressinfo,/servicefabric/sfmeshrp-model-resource
/repos/{owner}/{repo}/forks,/repos/{owner}/{repo}/deployments
/users/{username}/following,/users/{username}/received_events
/{endpoint}/farm-equipments,/{endpoint}/nutrient-analyses
/servicefabric/v82/sfclient-v82-model-gatewayproperties,/servicefabric/v82/sfclient-v82-model-startclusterupgradedescription
/en/rest/packages,/en/rest/meta
/servicefabric/v82/sfclient-v82-model-imagestorecontent,/servicefabric/v82/sfclient-v82-model-restorestate
/resourceGroups/{resourceGroupName}/providers/Microsoft.Sql/managedInstances/{managedInstanceName}/distributedAvailabilityGroups,/resourceGroups/{resourceGroupName}/providers/Microsoft.Sql/managedInstances/{managedInstanceName}/securityAlertPolicies
/advisories,/custom-vision/
/en/rest/teams,/en/rest/codespaces
/en/rest/actions,/en/rest/dependency-graph
/users/{username}/settings/billing/shared-storage,/users
/repos/{owner}/{repo}/environments,/repos/{owner}/{repo}/teams
/servicefabric/sfmeshrp-model-resource,/servicefabric/sfclient-index-replica
/user/orgs,/user/followers
/resourceGroups/{resourceGroupName}/providers/Microsoft.App/jobs/{jobName}/executions/{jobExecutionName},/resourceGroups/{resourceGroupName}/providers/Microsoft.App
/user,/user/public_emails
/en/rest/using-the-rest-api/issue-event-types,/en/rest/using-the-rest-api/using-pagination-in-the-rest-api
/help/,/azurerekusto/
/repos/{owner}/{repo}/git/commits/{commit_sha},/repos/{owner}/{repo}
/servicefabric/v82/sfclient-v82-api-movesecondaryreplica,/servicefabric/v82/sfclient-v82-model-fabricconfigversioninfo
/en/rest/orgs/webhooks,/en/rest/orgs/rules
/servicefabric/sfclient-api-getservicebackuplist,/servicefabric/sfclient-api-getchaosevents
/appservice/web-apps/list-basic-publishing-credentials-policies,/appservice/web-apps/delete-public-certificate
/user/repository_invitations,/user/starred
/repos/{owner}/{repo}/invitations,/repos/{owner}/{repo}/projects
/user/issues,/user/gpg_keys
/datalakestore/,/datalakestore/virtual-network-rules/delete
/users/{username}/following,/users/{username}/gpg_keys
/servicefabric/sfclient-model-deployedservicepackagehealthreportexpiredevent,/servicefabric/sfmeshrp-api-volume_listbysubscription
/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/sites/{name}/virtualNetworkConnections,/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/sites/{name}/usages
/appservice/web-apps/update-connection-strings,/appservice/web-apps/delete-vnet-connection
/orgs/{org}/invitations/{invitation_id}/teams,/orgs/{org}/invitations
/storageservices/copy-blob-from-url,/storageservices/get-container-metadata
